candidate_webname,state_postal,cd,cand_party,year,web_score,FECCandID,bioguide_id
Brad Ashford,NE,2,Democrat,2018,NA,H4NE02054,NA
Don Bacon,NE,2,Republican,2018,0.74066786,H6NE02125,B001298
Kara Eastman,NE,2,Democrat,2018,-1.003616413,H8NE02220,NA
Paul Anderson,NE,2,Republican,2020,NA,H2NE02090,NA
Ann Ashford,NE,2,Democrat,2020,-1.361227299,H0NE02169,NA
Don Bacon,NE,2,Republican,2020,1.023433132,H6NE02125,B001298
Kara Eastman,NE,2,Democrat,2020,-0.840706496,H8NE02220,NA
Gladys Lucretia Harrison,NE,2,Democrat,2020,NA,H0NE02185,NA
Alisha Shelton,NE,2,Democrat,2022,NA,H2NE02124,NA
Don Bacon,NE,2,Republican,2022,0.544252727,H6NE02125,B001298
Steve Kuehl,NE,2,Republican,2022,0.990528331,H2NE02157,NA
Tony Vargas,NE,2,Democrat,2022,-0.905038992,H2NE02132,NA
Larry Lee Scott Bolinger,NE,3,Republican,2018,0.177359289,NA,NA
Arron Kowalski,NE,3,Republican,2018,-0.554836199,NA,NA
Kirk Penner,NE,3,Republican,2018,NA,H8NE03087,NA
Adrian Smith,NE,3,Republican,2018,0.795148582,H6NE03115,S001172
Paul Theobald,NE,3,Democrat,2018,-0.518558746,H8NE03095,NA
Larry Bolinger,NE,3,Republican,2020,NA,H8NE03103,NA
William Elfgren,NE,3,Republican,2020,NA,H0NE03233,NA
Mark G. Elworth Jr.,NE,3,Democrat,2020,NA,H0NE03225,NA
Arron Kowalski,NE,3,Republican,2020,-0.181288862,H8NE03129,NA
Justin Moran,NE,3,Republican,2020,NA,H0NE03241,NA
Adrian Smith,NE,3,Republican,2020,1.420614772,H6NE03115,S001172
Adrian Smith,NE,3,Republican,2022,1.211977316,H6NE03115,S001172
Daniel Wik,NE,3,Democrat,2022,-0.023789284,H2NE03056,NA
David Else,NE,3,Democrat,2022,NA,H0NE03217,NA
Mike Calhoun,NE,3,Republican,2022,NA,NA,NA
Naomi Andrews,NH,1,Democrat,2018,-0.660864292,H8NH01285,NA
Michael Callis,NH,1,Republican,2018,NA,H6NH01263,NA
Paul Cardinal,NH,1,Democrat,2018,-0.273676873,H8NH01293,NA
Bruce Crochetiere,NH,1,Republican,2018,NA,H8NH01277,NA
Jeffory W. Denaro,NH,1,Republican,2018,NA,H8NH01319,NA
Eddie Edwards,NH,1,Republican,2018,0.8673536,H8NH01152,NA
Mark MacKenzie,NH,1,Democrat,2018,-0.917916928,H8NH01228,NA
Andy Martin,NH,1,Republican,2018,0.684881642,H6NH02196,NA
William Martin,NH,1,Democrat,2018,NA,H8NH01301,NA
Deaglan McEachern,NH,1,Democrat,2018,-0.829648065,H8NH01251,NA
Mindi Messmer,NH,1,Democrat,2018,-1.06202849,H8NH01202,NA
Terence O'Rourke,NH,1,Democrat,2018,-0.375905319,H8NH01194,NA
Chris Pappas,NH,1,Democrat,2018,-0.894477753,H8NH01210,P000614
Andy Sanborn,NH,1,Republican,2018,NA,H8NH01160,NA
Levi Sanders,NH,1,Democrat,2018,-0.917203007,H8NH01244,NA
Lincoln Soldati,NH,1,Democrat,2018,-0.635737632,H8NH01178,NA
Maura Sullivan,NH,1,Democrat,2018,-1.086858825,H8NH01186,NA
Michael Callis,NH,1,Republican,2020,NA,H6NH01263,NA
Jeffory W. Denaro,NH,1,Republican,2020,0.030031706,H8NH01319,NA
Matt Mayberry,NH,1,Republican,2020,0.589953653,H0NH01290,NA
Matt Mowers,NH,1,Republican,2020,0.732494467,H0NH01282,NA
Chris Pappas,NH,1,Democrat,2020,-1.006534909,H8NH01210,P000614
Kevin Rondeau,NH,1,Republican,2020,NA,H0NH01258,NA
Chris Pappas,NH,1,Democrat,2022,-0.959829307,H8NH01210,P000614
Gail Huff Brown,NH,1,Republican,2022,0.910867963,H2NH01288,NA
Gilead Towne,NH,1,Republican,2022,NA,H0NH02280,NA
Karoline Leavitt,NH,1,Republican,2022,0.814409543,H2NH01270,NA
Kevin Rondeau,NH,1,Republican,2022,NA,H0NH01258,NA
Mark Kilbane,NH,1,Republican,2022,0.191428799,H2NH01296,NA
Mary Maxwell,NH,1,Republican,2022,0.15474304,H6NH02154,NA
Matt Mowers,NH,1,Republican,2022,0.920667673,H0NH01282,NA
Russell Prescott,NH,1,Republican,2022,NA,H2NH01304,NA
Tim Baxter,NH,1,Republican,2022,1.142191112,H2NH01262,NA
Tom Alciere,NH,1,Republican,2022,0.243437122,H6NH02089,NA
Brian Belanger,NH,2,Republican,2018,0.191143039,NA,NA
Gerard Beloin,NH,2,Republican,2018,0.552660736,NA,NA
Lynne Ferrari Blankenbeker,NH,2,Republican,2018,1.016823608,H8NH02283,NA
Robert Burns,NH,2,Republican,2018,1.014493572,H8NH02309,NA
Annie Kuster,NH,2,Democrat,2018,-0.643787531,H0NH02181,K000382
Stewart Levenson,NH,2,Republican,2018,0.460840786,H8NH02267,NA
Jay Mercer,NH,2,Republican,2018,NA,NA,NA
Steven Negron,NH,2,Republican,2018,1.061760258,H8NH02275,NA
Matthew D. Bjelobrk,NH,2,Republican,2020,NA,H0NH02298,NA
Lynne Ferrari Blankenbeker,NH,2,Republican,2020,1.144161569,H8NH02283,NA
Eli Dantzler Clemmer,NH,2,Republican,2020,0.806690791,H0NH02272,NA
Annie Kuster,NH,2,Democrat,2020,-0.783719364,H0NH02181,K000382
Joseph Mirzoeff,NH,2,Democrat,2020,NA,H0NH02306,NA
Steven Negron,NH,2,Republican,2020,NA,H8NH02275,NA
Annie Kuster,NH,2,Democrat,2022,-0.772261401,H0NH02181,K000382
Dean Poirier,NH,2,Republican,2022,0.348972144,H2NH02229,NA
George Hansel,NH,2,Republican,2022,NA,H2NH02294,NA
Jay Mercer,NH,2,Republican,2022,-0.333671983,NA,NA
Lily Williams,NH,2,Republican,2022,0.693254162,H2NH02260,NA
Michael Callis,NH,2,Republican,2022,NA,NA,NA
Robert Burns,NH,2,Republican,2022,0.124619117,H2NH00025,NA
Scott Black,NH,2,Republican,2022,NA,NA,NA
Robert Carlson,NJ,1,Democrat,2018,-0.283979741,NA,NA
Paul Dilks,NJ,1,Republican,2018,-0.489827819,H8NJ01259,NA
Donald Norcross,NJ,1,Democrat,2018,-0.567332821,H4NJ01084,N000188
Scot Tomaszewski,NJ,1,Democrat,2018,NA,H4NJ01142,NA
Claire Gustafson,NJ,1,Republican,2020,0.718245297,H4NJ01118,NA
Donald Norcross,NJ,1,Democrat,2020,-0.573541121,H4NJ01084,N000188
Claire Gustafson,NJ,1,Republican,2022,0.733942496,H4NJ01118,NA
Damon Galdo,NJ,1,Republican,2022,0.358793288,H2NJ01187,NA
Donald Norcross,NJ,1,Democrat,2022,-0.439715787,H4NJ01084,N000188
Mario DeSantis,NJ,1,Democrat,2022,-0.980936515,H2NJ01120,NA
Aaron Fraser,NJ,10,Democrat,2018,NA,NA,NA
Agha Khan,NJ,10,Republican,2018,0.309661775,H6NJ08167,NA
Donald Payne Jr.,NJ,10,Democrat,2018,-0.791987432,H2NJ10154,P000604
John J. Flora,NJ,10,Democrat,2020,-1.094207961,H0NJ10190,NA
Eugene D. Mazo,NJ,10,Democrat,2020,-0.815958985,H0NJ10208,NA
Donald Payne Jr.,NJ,10,Democrat,2020,-0.921225123,H2NJ10154,P000604
Jennifer Zinone,NJ,10,Republican,2020,0.337174961,H0NJ10232,NA
Akil Khalfani,NJ,10,Democrat,2022,-0.874772789,H2NJ10220,NA
David Pinckney,NJ,10,Republican,2022,NA,H0NJ10133,NA
Donald Payne Jr.,NJ,10,Democrat,2022,-1.036974315,H2NJ10154,P000604
Garth Stewart,NJ,10,Republican,2022,NA,H2NJ10238,NA
Imani Oakley,NJ,10,Democrat,2022,-1.241014395,H2NJ10204,NA
Patrick Allocco,NJ,11,Republican,2018,NA,H8NJ11225,NA
Mitchell Cobert,NJ,11,Democrat,2018,-0.814995257,H8NJ11191,NA
Peter De Neufville,NJ,11,Republican,2018,0.332963173,H8NJ11241,NA
Antony Ghee,NJ,11,Republican,2018,0.527037663,H8NJ11233,NA
Tamara Harris,NJ,11,Democrat,2018,-0.821580181,H8NJ11175,NA
Alison Heslin,NJ,11,Democrat,2018,-1.123886251,H8NJ11209,NA
Martin Hewitt,NJ,11,Republican,2018,0.250949881,H8NJ11159,NA
Mikie Sherrill,NJ,11,Democrat,2018,-0.257729732,H8NJ11142,S001207
Mark Washburne,NJ,11,Democrat,2018,-0.214009822,H8NJ11183,NA
Jay Webber,NJ,11,Republican,2018,0.243830349,H8NJ11217,NA
Rosemary Becchi,NJ,11,Republican,2020,0.565064631,H0NJ07279,NA
Mikie Sherrill,NJ,11,Democrat,2020,-0.547399218,H8NJ11142,S001207
Alex Halter,NJ,11,Republican,2022,NA,NA,NA
Mikie Sherrill,NJ,11,Democrat,2022,-0.90713725,H8NJ11142,S001207
Paul DeGroot,NJ,11,Republican,2022,NA,H2NJ11186,NA
Ruth McAndrew,NJ,11,Republican,2022,0.268673201,NA,NA
Tayfun Selen,NJ,11,Republican,2022,NA,H2NJ11178,NA
Toby Anderson,NJ,11,Republican,2022,1.181653282,H2NJ11228,NA
Bonnie Watson-Coleman,NJ,12,Democrat,2018,-0.976059024,H4NJ12149,W000822
Daryl Kipnis,NJ,12,Republican,2018,-0.012100187,H8NJ12108,NA
Bonnie Watson-Coleman,NJ,12,Democrat,2020,-0.741468046,H4NJ12149,W000822
Lisa A. McCormick,NJ,12,Democrat,2020,-0.514339929,H0NJ12212,NA
Mark Razzoli,NJ,12,Republican,2020,0.175316686,H0NJ12204,NA
Bonnie Watson-Coleman,NJ,12,Democrat,2022,-0.753340241,H4NJ12149,W000822
Darius Mayfield,NJ,12,Republican,2022,0.10534509,H2NJ12127,NA
Will Cunningham,NJ,2,Democrat,2018,-0.985393549,H8NJ02174,NA
Samuel Fiocchi,NJ,2,Republican,2018,1.381161832,H8NJ02240,NA
Seth Grossman,NJ,2,Republican,2018,0.200770116,H8NJ02232,NA
Nate Kleinman,NJ,2,Democrat,2018,-0.9202652,H8NJ02257,NA
Hirsh Singh,NJ,2,Republican,2018,NA,H8NJ02216,NA
Robert Turkavage,NJ,2,Republican,2018,0.524180067,H8NJ02273,NA
Jeff Van Drew,NJ,2,Democrat,2018,NA,H8NJ02166,V000133
Tanzie Youngblood,NJ,2,Democrat,2018,-0.735125701,H8NJ02141,NA
Will Cunningham,NJ,2,Democrat,2020,-0.872332942,H8NJ02174,NA
John Francis,NJ,2,Democrat,2020,NA,H0NJ02205,NA
Brigid Callahan Harrison,NJ,2,Democrat,2020,-0.891998937,H0NJ02197,NA
Amy Kennedy,NJ,2,Democrat,2020,-1.108703196,H0NJ02171,NA
Robert W. Patterson,NJ,2,Republican,2020,1.071255933,H0NJ02148,NA
Robert Turkavage,NJ,2,Democrat,2020,-0.034504969,H0NJ02189,NA
Jeff Van Drew,NJ,2,Republican,2020,-0.190539262,H8NJ02166,V000133
Carolyn Rush,NJ,2,Democrat,2022,-0.64311785,H2NJ02219,NA
Jeff Van Drew,NJ,2,Republican,2022,1.151111,H8NJ02166,V000133
John Barker,NJ,2,Republican,2022,0.586691437,H2NJ03266,NA
Sean Pignatelli,NJ,2,Republican,2022,-0.767676067,H2NJ02250,NA
Tim Alexander,NJ,2,Democrat,2022,-1.07979817,H2NJ02193,NA
Andy Kim,NJ,3,Democrat,2018,-0.666555796,H8NJ03206,K000394
Tom MacArthur,NJ,3,Republican,2018,0.392356765,H4NJ03130,NA
Kate Gibbs,NJ,3,Republican,2020,-0.156329552,H0NJ03211,NA
Andy Kim,NJ,3,Democrat,2020,-0.853999829,H8NJ03206,K000394
David Richter,NJ,3,Republican,2020,0.705831708,H0NJ02155,NA
Andy Kim,NJ,3,Democrat,2022,-0.953407939,H8NJ03206,K000394
Bob Healey,NJ,3,Republican,2022,0.55872445,H2NJ03258,NA
Ian Smith,NJ,3,Republican,2022,0.969870171,H2NJ03282,NA
Nicholas Ferrara,NJ,3,Republican,2022,0.6823755,H2NJ03290,NA
Reuven Hendler,NJ,3,Democrat,2022,-0.790921337,H2NJ03274,NA
Jim Keady,NJ,4,Democrat,2018,-0.931605097,H8NJ04162,NA
Chris Smith,NJ,4,Republican,2018,NA,H8NJ04014,S000522
Joshua Welle,NJ,4,Democrat,2018,-1.009433663,H8NJ04188,NA
David Applefield,NJ,4,Democrat,2020,-1.146154562,H0NJ04128,NA
Christine Marie Conforti,NJ,4,Democrat,2020,-1.793274342,H0NJ04144,NA
Alter Eliezer Richter,NJ,4,Republican,2020,-0.277945473,H0NJ04185,NA
Stephanie Schmid,NJ,4,Democrat,2020,-0.869236456,H0NJ04151,NA
Chris Smith,NJ,4,Republican,2020,NA,H8NJ04014,S000522
Chris Smith,NJ,4,Republican,2022,NA,H8NJ04014,S000522
Matt Jenkins,NJ,4,Democrat,2022,-0.866869651,H2NJ04215,NA
Mike Blasi,NJ,4,Republican,2022,NA,H2NJ04181,NA
Mike Crispi,NJ,4,Republican,2022,1.274736377,H2NJ04207,NA
Steve Gray,NJ,4,Republican,2022,0.915977427,H2NJ04223,NA
Josh Gottheimer,NJ,5,Democrat,2018,-0.181586423,H6NJ05171,G000583
Steven Lonegan,NJ,5,Republican,2018,0.903438131,H8NJ05110,NA
John J. McCann Jr.,NJ,5,Republican,2018,1.034006756,H8NJ05136,NA
James Baldini,NJ,5,Republican,2020,0.580846943,H0NJ05166,NA
Hector L. Castillo,NJ,5,Republican,2020,0.473827707,H0NJ05224,NA
Josh Gottheimer,NJ,5,Democrat,2020,0.141633476,H6NJ05171,G000583
Arati S. Kreibich,NJ,5,Democrat,2020,-0.997536957,H0NJ05208,NA
John J. McCann Jr.,NJ,5,Republican,2020,1.007513344,H8NJ05136,NA
Frank Pallotta,NJ,5,Republican,2020,0.635040276,H0NJ05174,NA
Frank Pallotta,NJ,5,Republican,2022,0.543015972,H0NJ05174,NA
Fred Schneiderman,NJ,5,Republican,2022,0.562257966,H2NJ05329,NA
Josh Gottheimer,NJ,5,Democrat,2022,NA,H6NJ05171,G000583
Nick DeGregorio,NJ,5,Republican,2022,NA,H2NJ05311,NA
Sab Skenderi,NJ,5,Republican,2022,0.534325682,NA,NA
Frank Pallone,NJ,6,Democrat,2018,NA,H8NJ03073,P000034
Richard Pezzullo,NJ,6,Republican,2018,1.006807717,H8NJ10110,NA
Javahn Walker,NJ,6,Republican,2018,-1.237466454,H8NJ06167,NA
Amani Al-Khatahtbeh,NJ,6,Democrat,2020,-1.531316263,H0NJ06248,NA
Russell Cirincione,NJ,6,Democrat,2020,-0.900965978,H0NJ06206,NA
Christian Onuoha,NJ,6,Republican,2020,NA,H0NJ06255,NA
Frank Pallone,NJ,6,Democrat,2020,-0.857268227,H8NJ03073,P000034
Frank Pallone,NJ,6,Democrat,2022,-0.790764269,H8NJ03073,P000034
Rik Mehta,NJ,6,Republican,2022,NA,H2NJ07192,NA
Sue Kiley,NJ,6,Republican,2022,NA,H2NJ06228,NA
Tom Toomey,NJ,6,Republican,2022,0.323094113,H2NJ11160,NA
Raafat Barsoom,NJ,7,Republican,2018,0.391977379,H8NJ07249,NA
Lindsay Brown,NJ,7,Republican,2018,-0.363821414,H8NJ07207,NA
Peter Jacob,NJ,7,Democrat,2018,-1.144343012,H6NJ07151,NA
Goutam Jois,NJ,7,Democrat,2018,-0.919257083,H8NJ07215,NA
Leonard Lance,NJ,7,Republican,2018,NA,H6NJ12136,NA
Tom Malinowski,NJ,7,Democrat,2018,-0.300989985,H8NJ07223,M001203
Raafat Barsoom,NJ,7,Republican,2020,0.552153365,H8NJ07249,NA
Tom Kean Jr.,NJ,7,Republican,2020,NA,H0NJ07261,NA
Tom Malinowski,NJ,7,Democrat,2020,-0.440295305,H8NJ07223,M001203
Tom Phillips,NJ,7,Republican,2020,0.602160965,H0NJ07253,NA
Erik Peterson,NJ,7,Republican,2022,NA,H2NJ07218,NA
John Flora,NJ,7,Republican,2022,0.719416107,H2NJ07242,NA
John Isemann,NJ,7,Republican,2022,0.246871416,H2NJ07200,NA
Kevin Dorlon,NJ,7,Republican,2022,0.381505752,H2NJ07226,NA
Phil Rizzo,NJ,7,Republican,2022,1.314768483,H2NJ11202,NA
Roger Bacon,NJ,7,Democrat,2022,-0.633799477,NA,NA
Sterling Schwab,NJ,7,Republican,2022,0.765874519,H2NJ07234,NA
Tom Kean Jr.,NJ,7,Republican,2022,NA,H0NJ07261,K000398
Tom Malinowski,NJ,7,Democrat,2022,-0.415703995,H8NJ07223,NA
John Muniz,NJ,8,Republican,2018,-0.810488945,H8NJ08080,NA
Albio Sires,NJ,8,Democrat,2018,-0.921072278,H6NJ13191,S001165
Jason Todd Mushnick,NJ,8,Republican,2020,NA,H0NJ08152,NA
Hector Omar Oseguera Jr.,NJ,8,Democrat,2020,-1.145553211,H0NJ08129,NA
Will Sheehan,NJ,8,Democrat,2020,-0.58285171,H0NJ08145,NA
Albio Sires,NJ,8,Democrat,2020,-0.918764112,H6NJ13191,S001165
Ane Roseborough-Eberhard,NJ,8,Democrat,2022,-0.682569931,NA,NA
David Ocampo Grajales,NJ,8,Democrat,2022,-1.02997424,H2NJ08240,NA
Marcos Arroyo,NJ,8,Republican,2022,NA,H2NJ08299,NA
Rob Menendez,NJ,8,Democrat,2022,NA,H2NJ08232,M001226
Eric Fisher,NJ,9,Republican,2018,NA,H8NJ09138,NA
William Henry,NJ,9,Democrat,2018,NA,NA,NA
Bill Pascrell,NJ,9,Democrat,2018,-0.57701045,H6NJ08118,P000096
Alpaslan Basaran,NJ,9,Democrat,2020,-0.494754871,H0NJ09184,NA
Bill Pascrell,NJ,9,Democrat,2020,-0.810403989,H6NJ08118,P000096
Billy Prempeh,NJ,9,Republican,2020,0.400705003,H0NJ09200,NA
Zinovia Spezakis,NJ,9,Democrat,2020,-1.08351107,H0NJ09176,NA
Timothy Walsh,NJ,9,Republican,2020,0.911370584,H0NJ09192,NA
Bill Pascrell,NJ,9,Democrat,2022,-0.946455663,H6NJ08118,P000096
Billy Prempeh,NJ,9,Republican,2022,0.54467017,H0NJ09200,NA
Janice Arnold-Jones,NM,1,Republican,2018,-0.074381228,H8NM01372,NA
Patrick Davis,NM,1,Democrat,2018,-0.642227506,H8NM01406,NA
Debra Haaland,NM,1,Democrat,2018,-1.168880803,H8NM01331,H001080
Jesse Heitner,NM,1,Democrat,2018,-0.483836076,H8NM01455,NA
Damian Lara,NM,1,Democrat,2018,-1.16738752,H8NM01364,NA
Antoinette Lopez,NM,1,Democrat,2018,-1.120415027,H8NM01323,NA
Damon Martinez,NM,1,Democrat,2018,-0.80229356,H8NM01380,NA
Paul Moya,NM,1,Democrat,2018,-0.35328234,H8NM01430,NA
Jared Vander Dussen,NM,1,Republican,2020,0.837261523,H0NM01197,NA
Debra Haaland,NM,1,Democrat,2020,-1.217271236,H8NM01331,H001080
Michelle Garcia Holmes,NM,1,Republican,2020,0.803084418,H0NM01189,NA
Brett Kokinadis,NM,1,Republican,2020,0.354676673,H0NM03094,NA
Louie Sanchez,NM,1,Republican,2022,1.151358038,H2NM01367,NA
Melanie Stansbury,NM,1,Democrat,2022,-1.323776802,H2NM01144,S001218
Michelle Garcia Holmes,NM,1,Republican,2022,NA,H0NM01189,NA
Gavin Clarkson,NM,2,Republican,2018,NA,H8NM02222,NA
Clayburn Griffin,NM,2,Republican,2018,-0.206832394,H8NM02230,NA
Yvette Herrell,NM,2,Republican,2018,1.305756238,H8NM02156,NA
Madeline Hildebrandt,NM,2,Democrat,2018,-0.776449244,H8NM02115,NA
Monty Newman,NM,2,Republican,2018,1.621083174,H8NM02073,NA
Xochitl Small,NM,2,Democrat,2018,-0.442559296,H8NM02248,T000484
Claire Chase,NM,2,Republican,2020,0.951101744,H0NM02229,NA
Yvette Herrell,NM,2,Republican,2020,0.891918192,H8NM02156,H001084
Chris Mathys,NM,2,Republican,2020,1.048367723,H0NM02211,NA
Xochitl Small,NM,2,Democrat,2020,-0.095076187,H8NM02248,NA
Darshan Patel,NM,2,Democrat,2022,-0.584157419,H2NM02217,NA
Gabriel Vasquez,NM,2,Democrat,2022,-0.490788114,H2NM02191,V000136
Yvette Herrell,NM,2,Republican,2022,1.000202158,H8NM02156,NA
Ben Ray Lujan,NM,3,Democrat,2018,-0.75442259,H8NM03196,L000570
Jerald McFall,NM,3,Republican,2018,0.668095531,H6NM03059,NA
Karen E. Bedonie,NM,3,Republican,2020,0.696366971,H0NM03193,NA
John Blair,NM,3,Democrat,2020,-0.880680113,H0NM03185,NA
Teresa Legar Fernandez,NM,3,Democrat,2020,-1.094250248,H0NM03102,L000273
Alexis Martinez Johnson,NM,3,Republican,2020,0.393619475,H0NM03201,NA
Harry B. Montoya,NM,3,Republican,2020,NA,H8NM03170,NA
Laura Montoya,NM,3,Democrat,2020,-0.719653252,H0NM03151,NA
Angela Gale Morales,NM,3,Republican,2020,NA,NA,NA
Valerie Plame,NM,3,Democrat,2020,-0.679378492,H0NM03110,NA
Joseph Louis Sanchez,NM,3,Democrat,2020,-0.843322195,H0NM03078,NA
Marco Serna,NM,3,Democrat,2020,-0.995337545,H0NM03136,NA
Kyle J. Tisdel,NM,3,Democrat,2020,-1.133690386,H0NM03177,NA
Alexis Martinez Johnson,NM,3,Republican,2022,0.37454804,H2NM03173,NA
Teresa Legar Fernandez,NM,3,Democrat,2022,-0.736145168,H0NM03102,L000273
Joyce Bentley,NV,1,Republican,2018,0.726791861,H8NV01261,NA
Reuben Dysilva,NV,1,Democrat,2018,-0.657825531,H6NV01232,NA
Fred Horne,NV,1,Republican,2018,NA,H6NV01224,NA
Dina Titus,NV,1,Democrat,2018,NA,H8NV03036,T000468
Joyce Bentley,NV,1,Republican,2020,0.814369965,H8NV01261,NA
Joshua D. Elliott,NV,1,Republican,2020,0.021098834,H0NV01052,NA
Edward L. Hamilton,NV,1,Republican,2020,NA,H8NV01220,NA
Citlaly Larios-Elias,NV,1,Republican,2020,1.295923904,H0NV01219,NA
Allen Rheinhart,NV,1,Democrat,2020,NA,NA,NA
Anthony Thomas Jr.,NV,1,Democrat,2020,-1.181909946,H0NV01201,NA
Dina Titus,NV,1,Democrat,2020,NA,H8NV03036,T000468
Amy Vilela,NV,1,Democrat,2022,-1.107275424,H2NV01264,NA
Carolina Serrano,NV,1,Republican,2022,1.170009948,H2NV04094,NA
Cresent Hardy,NV,1,Republican,2022,NA,H8NV04059,NA
Cynthia Steel,NV,1,Republican,2022,0.137000484,H2NV01306,NA
David Brog,NV,1,Republican,2022,NA,H2NV01298,NA
Dina Titus,NV,1,Democrat,2022,-0.879161765,H8NV03036,T000468
Jane Adams,NV,1,Republican,2022,-0.168596763,H2NV01322,NA
Jessie Turner,NV,1,Republican,2022,NA,H2NV01314,NA
Mark Robertson,NV,1,Republican,2022,0.69242599,H2NV03153,NA
Morgun Sholty,NV,1,Republican,2022,0.748127161,H2NV01280,NA
Vance Alm,NV,2,Democrat,2018,-0.723379617,H4NV02136,NA
Mark Amodei,NV,2,Republican,2018,0.228986272,H2NV02395,A000369
Sharon Angle,NV,2,Republican,2018,0.748375757,H6NV02172,NA
Joel Beck,NV,2,Republican,2018,1.071959433,NA,NA
Patrick Fogarty,NV,2,Democrat,2018,-0.743780865,H8NV02111,NA
Jesse Douglas Hurley,NV,2,Democrat,2018,NA,NA,NA
Clint Koble,NV,2,Democrat,2018,-0.322824977,H8NV02095,NA
Ian Luetkehans,NV,2,Republican,2018,NA,NA,NA
Jack Schofield Jr,NV,2,Democrat,2018,NA,NA,NA
Rick Shepherd,NV,2,Democrat,2018,-0.661476818,H6NV02255,NA
Patricia Geraldene Ackerman,NV,2,Democrat,2020,-0.75278545,H0NV02209,NA
Mark Amodei,NV,2,Republican,2020,0.32196629,H2NV02395,A000369
Joel Beck,NV,2,Republican,2020,1.155001258,H8NV02137,NA
Edward G. Cohen,NV,2,Democrat,2020,-0.507793937,H0NV02217,NA
Reynaldo Hernandez,NV,2,Democrat,2020,NA,H0NV02258,NA
Jesse Hurley,NV,2,Republican,2020,NA,H8NV02129,NA
Clint Koble,NV,2,Democrat,2020,-1.337463927,H8NV02095,NA
Ian Luetkehans,NV,2,Democrat,2020,NA,H8NV02145,NA
Steven M. Schiffman,NV,2,Democrat,2020,-0.948272091,NA,NA
Rick Shepherd,NV,2,Democrat,2020,-0.659175365,H6NV02255,NA
Brian Hansen,NV,2,Democrat,2022,NA,NA,NA
Brian Nadell,NV,2,Republican,2022,0.80805813,NA,NA
Catherine Sampson,NV,2,Republican,2022,NA,NA,NA
Danny Tarkanian,NV,2,Republican,2022,1.510540327,H2NV02544,NA
Elizabeth Krause,NV,2,Democrat,2022,-0.856834939,H2NV02551,NA
Gerold Gorman,NV,2,Democrat,2022,-0.79048825,NA,NA
Joel Beck,NV,2,Republican,2022,0.898856999,H8NV02137,NA
Josy Afzal,NV,2,Democrat,2022,-0.228739324,H2NV02536,NA
Mark Amodei,NV,2,Republican,2022,0.412178259,H2NV02395,A000369
Michael Doucette,NV,2,Democrat,2022,NA,H2NV02528,NA
Rahul Joshi,NV,2,Democrat,2022,-0.863032643,NA,NA
Tim Hanifan,NV,2,Democrat,2022,-1.034672991,H2NV02502,NA
Patrick Carter,NV,3,Republican,2018,-0.02391177,H8NV03259,NA
Edward L. Hamilton,NV,3,Republican,2018,NA,H8NV03135,NA
Scott Hammond,NV,3,Republican,2018,NA,H8NV03119,NA
Richard Hart,NV,3,Democrat,2018,NA,H8NV03101,NA
Stephanie Jones,NV,3,Republican,2018,0.023915196,H8NV03234,NA
Thomas La Croix,NV,3,Republican,2018,NA,H8NV03291,NA
Susie Lee,NV,3,Democrat,2018,-0.555455784,H6NV04020,L000590
Jack Love,NV,3,Democrat,2018,-1.371919749,H8NV03192,NA
David McKeon,NV,3,Republican,2018,0.530106577,H8NV03150,NA
Michelle Mortensen,NV,3,Republican,2018,0.207279742,H8NV03218,NA
Guy Pinjuv,NV,3,Democrat,2018,-0.737885158,H8NV03226,NA
Steven M. Schiffman,NV,3,Democrat,2018,-0.515672031,H6NV03154,NA
Eric Stoltz,NV,3,Democrat,2018,NA,H8NV03283,NA
Danny Tarkanian,NV,3,Republican,2018,0.949305586,H2NV04045,NA
Annette Teijeiro,NV,3,Republican,2018,0.457076247,H6NV03097,NA
Michael Weiss,NV,3,Democrat,2018,-0.876985506,H8NV03168,NA
Susie Lee,NV,3,Democrat,2020,NA,H6NV04020,L000590
Brian Nadell,NV,3,Republican,2020,0.714632535,H0NV03207,NA
Corwin Newberry,NV,3,Republican,2020,-0.238668979,H0NV03140,NA
Mindy Robinson,NV,3,Republican,2020,0.750601257,H0NV03173,NA
Dan Rodimer,NV,3,Republican,2020,1.265156846,H0NV03132,NA
Dan Schwartz,NV,3,Republican,2020,0.566071161,H0NV03116,NA
Dennis John Sullivan,NV,3,Democrat,2020,-0.361768647,H0NV03181,NA
Tiffany Ann Watson,NV,3,Democrat,2020,NA,H0NV03199,NA
Victor R. Willert,NV,3,Republican,2020,-0.44359727,NA,NA
Albert Goldberg,NV,3,Republican,2022,NA,H2NV03245,NA
April Becker,NV,3,Republican,2022,1.020199361,H2NV03161,NA
Clark Bossert,NV,3,Republican,2022,0.093648876,H2NV03203,NA
John Kovacs,NV,3,Republican,2022,NA,H2NV03195,NA
Noah Malgeri,NV,3,Republican,2022,0.885778748,H2NV03187,NA
Randell Hynes,NV,3,Democrat,2022,-0.167608525,H2NV03211,NA
Susie Lee,NV,3,Democrat,2022,NA,H6NV04020,L000590
John Anzalone,NV,4,Democrat,2018,-0.510919465,H8NV04034,NA
David Gibbs,NV,4,Republican,2018,1.052039678,H8NV04083,NA
Cresent Hardy,NV,4,Republican,2018,0.630104488,H8NV04059,NA
Steven Horsford,NV,4,Democrat,2018,NA,H2NV04011,H001066
